49.0127, 8.42691
49.01272, 8.42696
49.01272, 8.42697
49.01331, 8.42851
49.01341, 8.42875
49.01347, 8.42891
49.01353, 8.42908
49.01354, 8.42928
49.01364, 8.42962
49.01378, 8.43017
49.01388, 8.43055
49.01391, 8.43065
49.01394, 8.43075
49.01401, 8.43103
49.01434, 8.43226
49.01448, 8.43281
49.01463, 8.43322
49.01478, 8.43377
49.01486, 8.43402
49.01493, 8.43422
49.01502, 8.43444
49.0151, 8.43465
49.0152, 8.43492
49.01523, 8.43504
49.01531, 8.43528
49.01561, 8.43601
49.01561, 8.43601
49.01534, 8.43625
49.01515, 8.43638
49.01485, 8.43662
49.01475, 8.43667
49.01435, 8.43693
49.01428, 8.43698
49.01392, 8.43719
49.01379, 8.43727
49.01356, 8.4374
49.01324, 8.43757
49.01301, 8.43769
49.01275, 8.43782
49.01223, 8.43809
49.01191, 8.43829
49.01163, 8.43846
49.01159, 8.4385
49.01155, 8.43852
49.01133, 8.43874
49.01101, 8.43909
49.01086, 8.43926
49.01065, 8.43958
49.01042, 8.43998
49.01028, 8.4403
49.01026, 8.44034
49.01015, 8.44058
49.01001, 8.44099
49.00991, 8.4412
49.00976, 8.44144
49.00966, 8.44159
49.00961, 8.44165
49.00956, 8.44171
49.0095, 8.44177
49.00942, 8.44184
49.00929, 8.44193
49.0091, 8.44205
49.00895, 8.44212
49.00881, 8.44216
49.00869, 8.44218
49.00854, 8.44219
49.00812, 8.4421
49.00796, 8.44204
49.00784, 8.44195
49.0076, 8.44173
49.00745, 8.44154
49.00731, 8.44133
49.00695, 8.44067
49.00658, 8.43997
49.00654, 8.43989
49.00648, 8.4398
49.00625, 8.43939
49.00588, 8.43869
49.00523, 8.43745
49.00523, 8.43745
49.00513, 8.43727
49.00511, 8.43744
49.00497, 8.43809
49.00477, 8.43918
49.00454, 8.44029
49.00447, 8.44067
49.00434, 8.44129
49.0042, 8.44201
49.00415, 8.44228
49.00413, 8.4424
49.00404, 8.44293
49.00397, 8.44336
49.00393, 8.44359
49.00387, 8.44397
49.00368, 8.44497
49.00366, 8.4451
49.00364, 8.44516
49.0036, 8.4454
49.00351, 8.44597
49.00326, 8.44745
49.00305, 8.4487
49.00296, 8.44925
49.00286, 8.44982
49.00278, 8.45028
49.0027, 8.45075
49.00264, 8.45112
49.00252, 8.45181
49.00252, 8.45181
49.0024, 8.45193
49.00236, 8.45194
49.00233, 8.45195
49.00229, 8.45195
49.00227, 8.45194
49.00224, 8.45193
49.00221, 8.45191
49.00218, 8.45188
49.00214, 8.45183
49.0021, 8.45172
49.00204, 8.45154
49.00191, 8.45053
49.00192, 8.45029
49.00192, 8.45021
49.00193, 8.45014
49.00196, 8.45006
49.00199, 8.44999
49.00202, 8.44995
49.00206, 8.44991
49.00211, 8.44988
49.00215, 8.44987
49.0022, 8.44987
49.00225, 8.44989
49.0023, 8.44994
49.00239, 8.44999
49.00263, 8.45036
49.00298, 8.45092
49.00336, 8.45151
49.00355, 8.45179
49.00393, 8.4524
49.00452, 8.45331
49.00493, 8.45395
49.00535, 8.45458
49.00578, 8.45522
49.00602, 8.45553
49.00612, 8.45567
49.0062, 8.45578
49.00623, 8.4558
49.00626, 8.45581
49.00633, 8.45582
49.00662, 8.45624
49.00697, 8.45671
49.00764, 8.4576
49.008, 8.45807
49.00835, 8.4585
49.00879, 8.45903
49.0091, 8.45942
49.00933, 8.45968
49.00962, 8.46003
49.01014, 8.46061
49.01085, 8.4614
49.01118, 8.46174
49.01219, 8.46279
49.01419, 8.46489
49.01436, 8.46506
49.01463, 8.46535
49.01503, 8.46576
49.01543, 8.46619
49.01621, 8.46701
49.01718, 8.46802
49.01779, 8.46866
49.01823, 8.46911
49.01874, 8.46965
49.01904, 8.46996
49.01937, 8.4703
49.01969, 8.47064
49.01978, 8.47073
49.02115, 8.47217
49.02343, 8.47456
49.02376, 8.47491
49.02429, 8.47546
49.02484, 8.47603
49.02537, 8.47657
49.02598, 8.47718
49.0265, 8.47768
49.02684, 8.478
49.02721, 8.47834
49.02751, 8.47861
49.02788, 8.47894
49.02835, 8.47934
49.02896, 8.47984
49.02984, 8.48056
49.03106, 8.48146
49.03187, 8.48202
49.03282, 8.48266
49.03446, 8.48375
49.03626, 8.48494
49.03815, 8.48621
49.03832, 8.48633
49.0401, 8.48751
49.04023, 8.48759
49.04034, 8.48766
49.04191, 8.48871
49.04217, 8.48888
49.04311, 8.48952
49.04404, 8.49014
49.0447, 8.49058
49.04521, 8.49092
49.04595, 8.49143
49.0464, 8.49172
49.04691, 8.49208
49.04746, 8.49246
49.04908, 8.49361
49.0518, 8.49561
49.05267, 8.49624
49.05632, 8.49885
49.05853, 8.50043
49.06129, 8.5024
49.06218, 8.50303
49.06396, 8.50431
49.06705, 8.50651
49.06759, 8.5069
49.06821, 8.50735
49.06944, 8.50822
49.06949, 8.50826
49.07144, 8.50966
49.07173, 8.50988
49.07189, 8.51
49.07202, 8.5101
49.07217, 8.51022
49.07231, 8.51034
49.0726, 8.51058
49.07282, 8.51077
49.07292, 8.51087
49.07336, 8.51129
49.07342, 8.51134
49.07349, 8.51142
49.07362, 8.51154
49.07398, 8.51191
49.07425, 8.5122
49.07451, 8.5125
49.07477, 8.5128
49.0749, 8.51295
49.07527, 8.51342
49.07666, 8.51518
49.08054, 8.52011
49.08102, 8.52072
49.08141, 8.52122
49.08254, 8.52265
49.0837, 8.52413
49.0842, 8.52476
49.08482, 8.52554
49.0852, 8.52601
49.08545, 8.52631
49.08609, 8.52706
49.08692, 8.528
49.08726, 8.52836
49.08778, 8.52892
49.08805, 8.5292
49.08844, 8.5296
49.08871, 8.52988
49.08912, 8.53028
49.08953, 8.53066
49.0898, 8.53092
49.09022, 8.5313
49.09063, 8.53167
49.09091, 8.53191
49.09133, 8.53228
49.09189, 8.53275
49.09218, 8.53298
49.09247, 8.53322
49.09275, 8.53344
49.09978, 8.53902
49.10087, 8.53989
49.10182, 8.54064
49.1023, 8.54102
49.10273, 8.54137
49.10471, 8.54294
49.10498, 8.54315
49.10685, 8.54464
49.10771, 8.54532
49.11123, 8.54812
49.11227, 8.54894
49.1128, 8.54932
49.11307, 8.5495
49.1132, 8.54958
49.11359, 8.54982
49.11389, 8.55
49.11432, 8.55024
49.11472, 8.55044
49.11487, 8.55051
49.11511, 8.55062
49.11556, 8.55082
49.11591, 8.55096
49.11629, 8.55109
49.11648, 8.55115
49.11674, 8.55123
49.117, 8.55131
49.11744, 8.55143
49.11767, 8.55148
49.11787, 8.55152
49.11804, 8.55155
49.1183, 8.55159
49.11845, 8.55162
49.1187, 8.55165
49.1189, 8.55168
49.11917, 8.55171
49.11941, 8.55172
49.11962, 8.55174
49.11977, 8.55174
49.12006, 8.55175
49.12034, 8.55175
49.12045, 8.55175
49.12051, 8.55175
49.12081, 8.55174
49.12124, 8.55171
49.12143, 8.55169
49.12167, 8.55167
49.12194, 8.55163
49.12538, 8.55121
49.12597, 8.55113
49.12669, 8.55105
49.12698, 8.55101
49.12713, 8.551
49.12758, 8.55097
49.12788, 8.55096
49.12816, 8.55095
49.1286, 8.55095
49.12887, 8.55095
49.12933, 8.55097
49.12949, 8.55098
49.13022, 8.55105
49.1311, 8.55118
49.13184, 8.55133
49.13219, 8.55141
49.13285, 8.55159
49.1332, 8.5517
49.13334, 8.55174
49.13344, 8.55178
49.13353, 8.55182
49.13422, 8.55206
49.13467, 8.55225
49.13507, 8.55242
49.13579, 8.55277
49.13634, 8.55305
49.13675, 8.55329
49.13703, 8.55346
49.13709, 8.55349
49.13719, 8.55355
49.13753, 8.55376
49.13771, 8.55387
49.138, 8.55406
49.13836, 8.55427
49.13864, 8.55444
49.13885, 8.55457
49.13956, 8.555
49.14042, 8.55553
49.14055, 8.55561
49.14068, 8.55569
49.14126, 8.55605
49.14215, 8.55658
49.14244, 8.55675
49.14272, 8.55693
49.14289, 8.55704
49.14365, 8.5575
49.14441, 8.55797
49.14491, 8.55827
49.14686, 8.55947
49.14815, 8.56027
49.15144, 8.5624
49.15245, 8.56305
49.15378, 8.56391
49.15413, 8.56415
49.15579, 8.56522
49.15627, 8.56553
49.15684, 8.5659
49.158, 8.56666
49.15842, 8.56693
49.15954, 8.56765
49.15981, 8.56783
49.16003, 8.56797
49.16063, 8.56835
